Saleyard,Report Date
Warrnambool,02/11/2022
Warrnambool,26/10/2022
Warrnambool,19/10/2022
Warrnambool,12/10/2022
Warrnambool,05/10/2022
Warrnambool,28/09/2022
Warrnambool,14/09/2022
Warrnambool,07/09/2022
Warrnambool,31/08/2022
Warrnambool,24/08/2022
Warrnambool,17/08/2022
Warrnambool,10/08/2022
Warrnambool,03/08/2022
Warrnambool,27/07/2022
Warrnambool,20/07/2022
Warrnambool,13/07/2022
Warrnambool,06/07/2022
Warrnambool,29/06/2022
Warrnambool,22/06/2022
Warwick,26/09/2023
Armidale,10/04/2025
Armidale,27/03/2025
Armidale,13/03/2025
Charters Towers,23/04/2025
CTLX Carcoar,22/04/2025
CVLX Ballarat,23/04/2025
Dubbo,24/04/2025
IRLX Inverell,22/04/2025
Moss Vale,23/04/2025
NVLX Wodonga,22/04/2025
